text,true_label_id,pred_label_id,true_emotion,pred_emotion
very good charger cable,1,1,Love,Love
pickaboo always provides the best goods with best deal so no doubt i have got the same this time also tv is awesome working fine got the delivery within the promised time frame delivered the product with care and the delivery person was very professional and amicable too insha allah will recommend fnf to order from pickaboo in future may allah bless you and keep growing cheers,0,0,Happy,Happy
product is very nice at this price and data transfer speed is also satisfying,0,0,Happy,Happy
excellent with this price but can order only at a time anyway thanks,1,1,Love,Love
one chess piece was broken looks like there hasnt been any qc check very poor quality pieces,4,2,Anger,Sadness
i bought this item as original product from pickhabo with intake packing i love pickhabo and now im fan pickhabo for their service and commitment thanks pickhabo,0,0,Happy,Happy
my favourite writers book,0,1,Happy,Love
received as ordered the mouse feels good quality product worth the price,0,0,Happy,Happy
fully satisfied,1,1,Love,Love
nice packaging very fast delivery thanks daraz for special disconnect,1,0,Love,Happy
this is my st time daraz experience thank you daraz u make my day its amazing sellers bahavior was so good guys go and get this product it will be help in this corona episode,0,0,Happy,Happy
one is sk hynix another is samsung both running good,0,0,Happy,Happy
beautiful watch same as the picture,1,1,Love,Love
on april the goods were shipped but only came on june opened a dispute but the money did not want to return tipo coronavirus wait delivery delayed came workers are well packed sorry for not in the box and in the usual wrap the product is happy but went very long as i ordered for the day of birth and it was already a month ago,4,0,Anger,Happy
good product and working properly thanks,0,0,Happy,Happy
of course this item was good,0,0,Happy,Happy
this gum is very good yammy,0,1,Happy,Love
i like it very much,1,1,Love,Love
product ta khub vlo lagce onk sundor,1,1,Love,Love
fresh and healthy,0,0,Happy,Happy
very cute,1,1,Love,Love
just wow,1,1,Love,Love
good productsvery much satisfied,1,1,Love,Love
bhalo silo first e but din pof nosto hoye gese,4,2,Anger,Sadness
its really a good quality one i recommend it to everyone,0,0,Happy,Happy
price hishabe bhalo,0,0,Happy,Happy
the watch is very good in terms of price i took one before and got it well so i bought another one to give as a gift thanks seller and daraz,0,0,Happy,Happy
good product over prized,0,0,Happy,Happy
delivered dented item just one day before eid order date delivery very bad support from daraz do not place any large item order specially prepaid,3,2,Fear,Sadness
excellent product highly recommended seller is very good going to order more,0,1,Happy,Love
the best product that ive ever had they sent me the same product as picture im fully satisfied and the quality is amazing thank u so much seller,0,1,Happy,Love
received before predicted time good conditions and printing,0,0,Happy,Happy
not that bad,0,0,Happy,Happy
hmm not bad nice,0,0,Happy,Happy
recommended,1,0,Love,Happy
very good products,1,1,Love,Love
what a amazing quality product very very very great quality must buy from this seller highly recomended safe packing will buy again,0,0,Happy,Happy
running good thanks,0,0,Happy,Happy
really good n comfortable for my baby,0,0,Happy,Happy
great,1,1,Love,Love
packet er gaye prochur moyla lege chilo packaging ro improve korte hobe,2,2,Sadness,Sadness
low budget im satisfied and delivery is so fast the quality well as like the template,0,0,Happy,Happy
koyek month use korsr por review dicchi oshadharon product just marrattok assasins creed pes fifa joto game try korsi shob chole steam a add kore or ds windows diye connect korte parben cable bluetooth battery back up khub bhalo touchpad is okay mobile a connect korte parben panda gamepad app laagbe seller khub bhalo product diyechen taka osul maybe already hoye gese key joystick gulao oshadharon akhono kono shomoshsha pai ni kintu aktu gap asche th pic a jemon ta,1,0,Love,Happy
amazing product within budget got cashback from bkashdelivery was swift,0,0,Happy,Happy
good enough,0,0,Happy,Happy
this socks quality is so good thanks to saler,0,0,Happy,Happy
good product,0,0,Happy,Happy
product quality is not good size too small price onnuja e product think nei,2,2,Sadness,Sadness
awesome product recommended,1,1,Love,Love
ektu tension e chilam j colour size thikmoto pabo kina but sob kichui akdom thikthak chilo thanks recommended,0,0,Happy,Happy
nice products,0,0,Happy,Happy
good quality good behaviour and services,0,0,Happy,Happy
not bad ami red colour dekhe order korsilam but delivery dise another colour battery included hole valo hoto,0,0,Happy,Happy
awesome productrecommended for everyone,1,1,Love,Love
the sound quality is good although i expected better i was used to using overear headphones which definitely delivered better sounds but i think it is okay for an earphone the build quality is the main drawback of the product the joins in different parts are feeble if you use it make sure you are not bending the joins too much just use with care the microphone that came with my product was nonfunctional but i did not realize that since long after i got the product mainly because i used it with my pc more than i used it with my phone and both of them had microphones of their own but one time i needed to set up an application and i was testing the sounds but my pc could not pick up any sound from the builtin microphone it detected that the microphone was in there but it was not picking up any sound i did not worry about it too much because i did not need it but i still think this is a huge factor since it might be a great deal breaker for many when it comes to price this product is a bang for the buck very cheap compared to the audio quality and the value overall it was worth it used it for months timeline bought january th problems first detected mid april the microphone became unusable october th,2,0,Sadness,Happy
good product,0,0,Happy,Happy
thanks for daraz,0,0,Happy,Happy
good product,0,0,Happy,Happy
as same as picture totally satisfied with the product and that thank you message and gifts was very sweet your most welcome,1,0,Love,Happy
sooooo nice thanks alot,1,0,Love,Happy
its the best,1,1,Love,Love
such a nice product mostly recommended,0,1,Happy,Love
bought original product from pickaboo i am very satisfied great camera setup,0,0,Happy,Happy
its good actually,1,0,Love,Happy
product quality niye ami satisfied,1,1,Love,Love
original product thanks daraz,1,1,Love,Love
diploma is best sob thik thak chilo,1,1,Love,Love
thank to daraz seller for the original product,1,0,Love,Happy
video quality is very good totally satisfied with the price,0,1,Happy,Love
this headphone provides really good sound that can beat any headphone priced under k,0,0,Happy,Happy
nice packaging and good quality potatoes,0,0,Happy,Happy
so very good,0,1,Happy,Love
koyekdin use kore review dilam product onek valo chest and back exercise er jonno onek valo kaje dey highly recommended,0,0,Happy,Happy
good one,1,0,Love,Happy
dust and stuff gets stuck on it good enough though,0,0,Happy,Happy
the delivery was very fast it came in just days i would say if you are looking for a smart tv with gb ram with a fair price then this is it you cant get a better deal than this thanks,0,0,Happy,Happy
its awesome same as picture but delivery was too late,1,1,Love,Love
excellent quality highly recommend,1,1,Love,Love
the product was finehowever the packaging wasnt intacked resulting deflection on mindtry to endorse that your sending a fresh product,2,0,Sadness,Happy
satisfied,1,1,Love,Love
intake and good,0,0,Happy,Happy
best diaper brand the quality of this diaper is a class,0,1,Happy,Love
alhamdulillah same to same product paici hatesize colour sob thik cilothank you sellerthanks daraz,1,0,Love,Happy
good product,0,0,Happy,Happy
piseface wash tar smail sundor silotnx daraz,1,0,Love,Happy
product same to same paichi sathe gift o dichekintu totota vlo kaj kore naseller vaiya o onk valo cilothanks to daraz and seller vai,0,0,Happy,Happy
onk vlo qualityprice onujai onk vloand long lasting hobe,0,1,Happy,Love
nice product thanks daraz seller and rider vaiya,0,0,Happy,Happy
its really great product matches my expectations,1,1,Love,Love
nice producttime center er sob watch quality full,0,1,Happy,Love
alhamdulillahboi ti vlo obostha tei hate peyechi,0,0,Happy,Happy
fast delivery original product with original documents good experience,0,0,Happy,Happy
alhadulillah the product was same as pic thanks daraz family,0,0,Happy,Happy
cable quality looks very good it wokred fine with both my phonesadapters supporting quick charge however while i checked with a phoneadapter which supports fast charging it was continuously showing connecting and disconnecting checked with different adapters but same issue other cable works fine my verdict is that this cable shows some compatibility issue with fast charging adapters for some reasons but works fine with other normal quick charge certified adapters,3,0,Fear,Happy
original product so recommended you can take it,0,1,Happy,Love
honestly the product was so good and im satisfied thanks to seller,0,0,Happy,Happy
good product,0,0,Happy,Happy
good product best quality,0,1,Happy,Love
product pai nai seller fraud ta order korcilam ps dicay seller not recommended batpar,0,4,Happy,Anger
good product,0,0,Happy,Happy
packaging must be improved the way you packaged my product it can be damaged plz be careful next time but product is good,2,2,Sadness,Sadness
satisfied,0,1,Happy,Love
fantastic producti have used it for year and then ordered it for my cousin also thank you pickaboo,0,0,Happy,Happy
very good controller,1,1,Love,Love
perfect choice to buy,1,1,Love,Love
all top exactly as described,0,1,Happy,Love
the quality is not good its quite flimsy,2,2,Sadness,Sadness
i found product as it is in the picture thanks seller for the service,0,0,Happy,Happy
good product quality was good recommended,0,0,Happy,Happy
best products,1,1,Love,Love
very nice product and received intact thanks to saler and daraz highly recommended for purchase,0,0,Happy,Happy
good products,0,0,Happy,Happy
product was sub per cant expect much more from a product in this price category the driver bits rattles in its place and the magnet is not too strong,0,2,Happy,Sadness
alhamdulillah new and fresh product i am satisfied with the product seller response product price product quality packaging managing timely product handover delivery all in one word excellent good luck to the seller,0,0,Happy,Happy
nice watch,1,1,Love,Love
good enough,1,0,Love,Happy
im very much pleased to get my product unbelievable beautiful service,0,0,Happy,Happy
really amazing product thanks to seller ive received same as picture,1,1,Love,Love
its a very cool watch just its not really suitable for my skinny wrist cause the watch is bigger than i thoughts but overall the watch is ok,0,0,Happy,Happy
over all good some times the tv screen get blare and faced problem on remote during channel change,0,0,Happy,Happy
it works wellits an authentic producttook almost days to delivered though they told me it will take that much timewould be better if they can fasten up the delivery processother than that good service and good product,0,0,Happy,Happy
nice producteveryone can buythough its take a long time to deliver but after getting the product i think its tolerable how ever thanks daraz,0,0,Happy,Happy
good product happy with it,0,0,Happy,Happy
delivery was so fast hope watch is authentic thanks pickaboo,0,0,Happy,Happy
worst delivery,4,4,Anger,Anger
the size is perfect and the quality is satisfactory to me,0,0,Happy,Happy
nice product jamon caichi tamon paichi magnetic power tao motamoti product ta paya ami happy thanks for daraz,0,0,Happy,Happy
product quality good based on price,0,0,Happy,Happy
alhamdulillah onk shundor product ta and packaging tao onk shundor jmn chaisi tmn e paisisatisfied tobe size ta ektu boro hoia gese xl er tulonaitasara sob thik ase,0,0,Happy,Happy
good product,1,0,Love,Happy
quality is good so sobai nite paren sob thik thak ace,0,0,Happy,Happy
i have used it about weeks its rareally good product in this price pointthanks picaboo for this product,0,0,Happy,Happy
good one happy with it,0,0,Happy,Happy
changing the channel required time is more highlike to second and another specification like color sound design not best but goodremort is very thin and not good qualityoverall i am satisfied with reasonable price,0,0,Happy,Happy
same as picturegood according to price,1,1,Love,Love
good quality with low pricei am very much satisfied,1,0,Love,Happy
im very satisfied great quality good sound,1,1,Love,Love
i comment on this product after month past i suggest anyone rely on pickaboo perfect product,0,0,Happy,Happy
খবই ভল লগছ বল quality ও ভল thanks to seller authentic products recommended,1,0,Love,Happy
nice gadi bacca onek khoshi,0,0,Happy,Happy
nice product delivery was little bit slow but it was from samsung end,0,0,Happy,Happy
its quite good the seller is amazing regarding this order i am quite satisfied yet the delivery man was amazing,0,0,Happy,Happy
original product baby der jonno perfect,0,1,Happy,Love
not as good as odomos,2,2,Sadness,Sadness
valoi bag bacchader jnno thik ache cute lage baby k eta nile tobe dam ta ar aktu kom hole best hoto,0,0,Happy,Happy
i am very happy with my product,1,0,Love,Happy
sm as picture,0,1,Happy,Love
cheap quality for cheap price not really worth it,2,2,Sadness,Sadness
this produce is too small in the photo this produce look like big but,2,2,Sadness,Sadness
all right,0,0,Happy,Happy
this notebook is high in qualitythe pages are smooth and highly recommend,0,0,Happy,Happy
product is authentic,0,1,Happy,Love
chailam pendrive dilo microphone ahhh jibon,2,0,Sadness,Happy
working good but sometimes responded slow,3,2,Fear,Sadness
i received the product very late alhamdulillah the product is very good but the packaging is not good at all could have given it in a box delivery is very late received the product very late,0,0,Happy,Happy
colour was faded not in good tone it seems an old one given to me,4,2,Anger,Sadness
their services are the best with unbelievable warranties,0,0,Happy,Happy
at first the seller behavior is awesome and the product is good tnx daraz for a fast delivery system the trunk is made with pvc and i am little bit confused about that,0,0,Happy,Happy
satisfied with the product,0,1,Happy,Love
very good product within this price range,0,1,Happy,Love
trusted shop i got my products well strong if you want buy you can buying goods from here undoubtedly,0,0,Happy,Happy
just like the photo the cloth is nice and there doesnt seem to be anything wrong with it i cant wait to put it on thank you to the seller,0,0,Happy,Happy
buy once again,0,1,Happy,Love
product ta onk vlo chilo,1,1,Love,Love
goodbackup test running device power fail,0,0,Happy,Happy
average quality product,0,2,Happy,Sadness
its an awesome product thanks to the seller for this amazing productobviously i recommed you for this caddy drive they also give me a screw driver and an extra an additional dvd part to attach to the caddy,1,0,Love,Happy
this pant is very pooor quality i told to everbody dont purchase any cloth iteam on the basis of photo from any online shop,4,0,Anger,Happy
good and working fine as seller said,0,0,Happy,Happy
onk vlo product nite paren sobai,0,1,Happy,Love
the quality is good size is small but it perfect for little kidmy child likes it,0,0,Happy,Happy
really good quality it took around a month to come bu im satisfied its kinda big in size tho larger then i expected,0,0,Happy,Happy
very good product and service highly recommended,1,1,Love,Love
very useful product but not for new born baby,0,0,Happy,Happy
this isnt hydrogel but a simple plastic screen protector,4,2,Anger,Sadness
math use korar por review dilmvikan tv ta sothi onk valo tv as ai price apicture quality wow akhn dekha jak kemon jhai,0,0,Happy,Happy
very good and nice product safely received thanks daraz,0,1,Happy,Love
authentic product,0,1,Happy,Love
nice its like traveling play time and it can carry any small bag so its good tho recommend,0,0,Happy,Happy
its awesome and value for money,1,1,Love,Love
packaging is very good and product are also goodthank u daraz and thanks sellar,0,0,Happy,Happy
really nice thanks daraz,1,1,Love,Love
well product,1,0,Love,Happy
best one best delivery service,1,1,Love,Love
good quality product there should be a game instruction paper in the bix as printed over the box which was not there otherwise the product is very much good,0,0,Happy,Happy
print quality is fact only otherwise all are ok with this price,0,0,Happy,Happy
did not put it to ttask yetshall review in a month,0,2,Happy,Sadness
good in quality and delivered so fastyou can buy this,0,0,Happy,Happy
good products,0,0,Happy,Happy
received item in excellent condition works very well very much satisfied with my purchase highly recommend this product and seller to anyone,0,0,Happy,Happy
all the products are so much good thanks to the seller for giving me right one also thanks for the gift,0,0,Happy,Happy
super fast shipping beautiful product corresponds with description i recommend,0,0,Happy,Happy
its good enough compare to price,1,0,Love,Happy
good product,0,0,Happy,Happy
photo te jamon deakcilam thik tamon tai paicionek valo hoica productkaw chaile kinte parentnx daraz,0,0,Happy,Happy
very good watch and has excellent performance delivery was fast,1,1,Love,Love
delivery was fast and gooduse korar por review dibo,0,0,Happy,Happy
recieved in good condition product as described fastener clip quality is acceptable,0,0,Happy,Happy
good product thanks,0,0,Happy,Happy
the product is the same as the description and photo i recommend it,0,0,Happy,Happy
good enough as price almost using foot months,0,0,Happy,Happy
thanks for providing this goods at a cheap price,1,0,Love,Happy
dam hisabe kharap na chole but sathe akta lock dile valo hoito,4,0,Anger,Happy
i wouldnt call it a premium watch but its the best within its price range it also comes with a matching bracelet the design and finishing of this watch are so beautiful that its hard to believe it was purchased at such a low price it is an excellent value for money it would have been appropriate for the seller to bubble wrap the watch to provide it with additional protection this would ensure that the watch remains safe during transit,3,0,Fear,Happy
im just using this purifier taste is awesome,0,1,Happy,Love
good productthik vhabe same payechi,1,1,Love,Love
onek valolight ta onek dure jayar fan er batash onek beshirecommend,0,1,Happy,Love
perfect packaging with much expiry,0,1,Happy,Love
initially they supplied the wrong ce brand water purifier after complaining by message they changed it original top klean brand now it is working well,0,0,Happy,Happy
ordered item with ft cable but seller delivered item with ft cable very disappointing indeed more disappointing will it be if you don not replace delivered item with fresh supply of ft one that i ordered what will be your action to settle the disappointment that i have raised pls ensure trustworthy relationship with your customers esprcially regular customers check my order record and you will see how many items i had ordered so far,2,2,Sadness,Sadness
got the product but really disappointed with the delivery man who was not interested in the given nearby place he was supposed to come to the address which i put in my profile,2,2,Sadness,Sadness
bhabsilam months er beshi thikbona but almost months tikse alhamdulillah er moddhe bar iem change korsi koyekdin aage ek side er wire purai chire gese hard hoiya but eto din je cholse etai onek,0,2,Happy,Sadness
good quality,0,0,Happy,Happy
packing and quality is good as always,0,0,Happy,Happy
display te kicho kicho gocsha khawar dag chilo a chara r kono problem chilo na r sound ar poriman kom kom lageche overall good,2,0,Sadness,Happy
i dont think that the product is authentic i bought this only just relying on pickaboo thinking that they always deliver authentic products the packaging was worst as it wasnt wrapped with bubble paper or anything which could shield the box then come the box i watched some videos on youtube of this product but i cant relate mine to those the box looks like bangladesh made and the warranty card was blank and dont know how to claim the battery and product warranty too much disappointing and dont recommend it all ill never purchase watches and perfumes from any online shop today ive got my lesson,4,2,Anger,Sadness
good same as the picture thanks daraz and seller,0,0,Happy,Happy
the product is very good in this price delivery was also in time you should buy this one with no hesitate i got gb though,0,0,Happy,Happy
i love this product,1,1,Love,Love
product is ok,1,0,Love,Happy
really all the watches are very nice and quality product thanx to selleranyone can purchase without any doubt happy shopping,0,0,Happy,Happy
good moner moto bager back side e open pocket hole aro valo hoto,0,0,Happy,Happy
good product good packing,1,0,Love,Happy
light weight audio quality is good call quality is better than other tws in this price segment,0,0,Happy,Happy
very good quality easy to install and use and very strong,0,1,Happy,Love
poor build quality,2,2,Sadness,Sadness
alhamdulillah good product thanks daraz and seller,0,0,Happy,Happy
support charge only no data transfer or other staf,2,2,Sadness,Sadness
nice good product,0,0,Happy,Happy
good productsame as picturerecommend thank you,0,0,Happy,Happy
fast delivery satisfactory quality,0,0,Happy,Happy
so far best deal thank you pickaboo,0,1,Happy,Love
product quality so goodthanks seller,1,0,Love,Happy
compared to price product quality is good,0,0,Happy,Happy
its so beautiful,1,1,Love,Love
good product and fast service recommended,0,0,Happy,Happy
got the product i can recommend pickaboo for buying this product,0,0,Happy,Happy
fast delivery good product,1,0,Love,Happy
good product with this price,0,0,Happy,Happy
authentic product with fast delivery within days,0,0,Happy,Happy
free with talking tom but dont know how to play,0,2,Happy,Sadness
i am using this perfume very good product,0,0,Happy,Happy
the most trusted seller i have ever met fast shipping,0,0,Happy,Happy
perfect sound and base,1,1,Love,Love
enough good with that price it but i ordered as first pick pay next day delivery delivery was delay day by redx they should refund first pick charge,0,0,Happy,Happy
really a very nice and good tv than my expectation without the display view angle written in description still ok,0,0,Happy,Happy
authentic product good service,1,1,Love,Love
i really like the mascara its kinda waterproof and the packaging was pretty good its a nice product i loved it,0,0,Happy,Happy
the product is really aswome thanks daraz,0,1,Happy,Love
it is excellent bluetooth mouse,1,1,Love,Love
product is original delivery was fast but product picture doesnt match with the actual product,0,0,Happy,Happy
tv ta asolei khub sundorsound quality delivery dine peyechi selle,1,0,Love,Happy
good produced,1,0,Love,Happy
good producted fast delivery i like it,0,0,Happy,Happy
good quality productfully satisfied,0,1,Happy,Love
excellent quality product hope to buy more in future,0,1,Happy,Love
good product,0,0,Happy,Happy
amar favorite akta biscuitsob thik chilo,0,0,Happy,Happy
received good quality product highly recommended the seller after using few days i can tell u in details,0,0,Happy,Happy
case was so good product buld quality are the best,1,1,Love,Love
beautiful watch looks exactly same as picture recommended,1,1,Love,Love
fantastic behaviour from the seller also received authentic product,0,0,Happy,Happy
got product within hrs of order quality product completely satisfied,0,0,Happy,Happy
its too good thank you daraz sorry for late review,0,1,Happy,Love
product quality is very good considering the price,0,0,Happy,Happy
delivered within time and customer service good price is high but quality good i am ver satisfied with this product,0,0,Happy,Happy
sob thik thak silo thanks for daraz,0,0,Happy,Happy
satisfied,0,1,Happy,Love
thanks seller good product,0,0,Happy,Happy
good item medicine,0,0,Happy,Happy
one of the best earphone in this price range with great quality,0,1,Happy,Love
good quality,0,0,Happy,Happy
pickaboo is a trusted platform thanks pickaboo,0,0,Happy,Happy
oil found only,2,2,Sadness,Sadness
good product,0,0,Happy,Happy
activated successfully thanks,0,0,Happy,Happy
such a substandard quality totally crap,2,0,Sadness,Happy
good productnice thanks daraz,1,0,Love,Happy
one word beautiful as it should be happy me,0,0,Happy,Happy
alhamdulillah t shirt ta pp hisebe dekhle perfect tk te ar theke vlo asha kora bokami size pp sob perfecttns seller,0,0,Happy,Happy
the quality was average not the high quality,0,2,Happy,Sadness
akdom fresh silo happy,0,0,Happy,Happy
onk sundor ar comfortable same as picture,0,1,Happy,Love
good product,0,0,Happy,Happy
retracted as the copying speed lessens drastically after loading gb yet star considering the price,0,2,Happy,Sadness
the product quality is very excellent,0,1,Happy,Love
original product thank you,0,1,Happy,Love
not good quality,3,2,Fear,Sadness
i exactly got what they said for thanks to the seller that they given me an authentic product really satisfied me the chain quality is medium but at this price rate its worth it to buy,0,0,Happy,Happy
good product,0,0,Happy,Happy
this mascara is super awesomei just loving itsuper cute super stylishand eyes looks so beautiful thank you daraz,0,0,Happy,Happy
i purchased this product nd time this product quality its so nice and price r reasonable if anyone wants its must be buy this product daraz mart,0,0,Happy,Happy
after months use its a superb watch thanks pickaboo,1,0,Love,Happy
more than expectationtop quality producttnks tolsenkeep it up,1,0,Love,Happy
seems like an original product lets hope they provide gd services outlook gd button little bit hard,0,0,Happy,Happy
good products and best sellerthank you daraz ana seller,0,0,Happy,Happy
thanks to the seller and daraz it was tensed and great experience got the product before estimated time product is in good quality as i ordered but i dont know how to use thank you,0,0,Happy,Happy
its good when i scanned the it says its the original product,1,0,Love,Happy
quality product recommended,0,0,Happy,Happy
alhamdulliah product ta valo authenticseller response khub valovai amr ac warranty ta kibabeh paboh,0,0,Happy,Happy
good product,0,0,Happy,Happy
good product,0,0,Happy,Happy
compared to the the price the product is much better recommending you to purchase if you have a very tight budget,1,0,Love,Happy
sound quality is very nice in this price,0,0,Happy,Happy
ei price e best honestly onk valo seller o onk valo good quality with low price recommended,0,1,Happy,Love
very good quality,1,1,Love,Love
well product thank you,1,0,Love,Happy
good products,0,0,Happy,Happy
onek sondor hoice,1,1,Love,Love
original product,0,1,Happy,Love
medium quality product,0,0,Happy,Happy
product received in good condition and as advertised,0,0,Happy,Happy
came in good condition packaging was nicesaller is cooperative now time to lets check it item,0,0,Happy,Happy
this product is good,0,1,Happy,Love
all products were original and delivery was too fast thanks to daraz,1,0,Love,Happy
good quality tshirt size was correct too recommend,0,0,Happy,Happy
excellent product highly recommended,1,1,Love,Love
good product this is best simple cost by better product,0,1,Happy,Love
i bought two watch from this store and i really liked them,0,0,Happy,Happy
beautiful amd stylish watch ordered again due to its beauty original product as always,0,0,Happy,Happy
thanks,0,0,Happy,Happy
received in time good for the price got a gift a well recommended,0,0,Happy,Happy
product was well received but overseas shipping takes too long,2,0,Sadness,Happy
good product but size smol,0,2,Happy,Sadness
good product,0,0,Happy,Happy
always best,1,1,Love,Love
osadharon thank u so much kno somossa nei apnara cokh buje kinte paren,1,0,Love,Happy
i m so pleased to get this one good product,1,0,Love,Happy
got the product within a few days in cumilla gℝeat xℙeℜieℕℂe,0,0,Happy,Happy
very quality full comfortable pillow thanks,0,0,Happy,Happy
received the same product that i have ordered thanks,1,0,Love,Happy
recommended,0,0,Happy,Happy
though i have ordered silver variant first but picaboo didnt have silver variant at that time hence i changed my order to moonlight black over phone which is an excellent smart watch and their packaging and delivery service was top notch and quick even they delivered during holidays which is appreciable,0,0,Happy,Happy
highly satisfied,1,1,Love,Love
price onek besi,0,1,Happy,Love
best quality its amazing,1,1,Love,Love
alhamdulillah products ti onake valo r akorsonio battery backup o khub valo thanks seller k ato valo akta product deyar jonno,0,0,Happy,Happy
product quality is good if you want then you can try it,0,0,Happy,Happy
onek onek balo akta football sobai aita nite paren,1,1,Love,Love
they are cheaters they took my money and gave me a damaged gb pen drive instead of gb pen drive please dont buy anything from this shop এর পরতরক নষট জনস দয়ছ এব সঠক পনয দয়ন,4,2,Anger,Sadness
very good good packaging totally satisfied,1,1,Love,Love
very fast delivery and definitely authentic product by the seller also quality is first class seller was very much responsive and responsible as well good luck to them,1,0,Love,Happy
good recommended,0,0,Happy,Happy
the product quality was very nice im satisfied with that,0,1,Happy,Love
nice product also chip price,0,0,Happy,Happy
product all is okbut packaging not goodplease be conscious about packaging,0,2,Happy,Sadness
nice product thank you pinkflash,0,0,Happy,Happy
a great deal with a great same day delivery service product is really good and worth buying enc works when listens to music or on call thats a good part,0,0,Happy,Happy
useful product but the wheels often just slip away from the corner as there is no way to stick those with the corners which is a little bit annoying,0,2,Happy,Sadness
satisfied,0,1,Happy,Love
using this earphone for a month so far its a good product within this budget pros good sound quality maintained battery life up to hours flexible neck band comfortable earbuds cons microphone quality isnt satisfactory week magnetic connection between two earpieces,0,0,Happy,Happy
well products,1,0,Love,Happy
great product,0,1,Happy,Love
good product,0,0,Happy,Happy
got this for my wife nice to have it in hand better than expected if anyone needs it,0,0,Happy,Happy
very good productrecommended,0,1,Happy,Love
onk cute sobkisuthank u,0,1,Happy,Love
everything is ok but alignment problem actually this is big issue and android version is very poor quality,2,2,Sadness,Sadness
good quality and well built worth the money,0,0,Happy,Happy
beautiful loved arrived very fast,1,1,Love,Love
got picks instead of got bag and extra string very good ukulele at this price,0,0,Happy,Happy
color is not set but good for the price,2,2,Sadness,Sadness
authentic products,0,1,Happy,Love
good build quality but it is non warranty product but before purchased seller told me this phone have year warranty,2,2,Sadness,Sadness
the item is good everything is awesome the seller is very good,1,0,Love,Happy
the packaging is so good like totally intact,1,0,Love,Happy
vary good products,1,1,Love,Love
swift delivery and professional seller behaviour,0,0,Happy,Happy
speed medium received with good condition not found any problem after month use,0,0,Happy,Happy
good product,0,0,Happy,Happy
received in good condition product is good works all button lets see how long it lasts build quality is phenomenal,1,0,Love,Happy
good quality very fast delivery,0,0,Happy,Happy
valo product but price taka hole thik thak chilo,0,0,Happy,Happy
i have got a good productbut in the chessboard there i get a problem,0,0,Happy,Happy
thanks,0,0,Happy,Happy
excellent sound quality and great battery life delivery service was very excelent i would highly recommend this oneplus bullets wireless z to anyone,1,1,Love,Love
authentic producttnx seller for the original product,0,1,Happy,Love
good product but high pricr,0,0,Happy,Happy
its a very good product,0,1,Happy,Love
so happy,1,1,Love,Love
before time delivered metal quality and watch finishing is quid good i am glade to buy this in such price,0,0,Happy,Happy
product is good,1,0,Love,Happy
best product in this price recommended thanks seller,0,1,Happy,Love
received the goods quickly,0,0,Happy,Happy
received all the product in good condition with accurate date of expiry very quick delivery service received mini pack of glow on cream as gift but they should more careful about packaging,0,0,Happy,Happy
ball total ball thanks,0,0,Happy,Happy
good product sound quality is too good love this i recommend this to anyone who wants to buy it,0,0,Happy,Happy
product is good,0,0,Happy,Happy
came in timewith good package quality also good but i have been ordered black one but they gave me red one anyway,0,0,Happy,Happy
good product its also fresh and intact healthy food for body like it,0,0,Happy,Happy
very gd product,1,1,Love,Love
thank you for giving the right product,0,0,Happy,Happy
i didnt get the product shown here i got some other nose strip,2,2,Sadness,Sadness
good product,0,0,Happy,Happy
the screwdriver is very good packaging was good quality is not premium but enough to last decent amount of time,0,0,Happy,Happy
good products,0,0,Happy,Happy
good quality but price ta ar ektu kom rakha gele value for money bola jeto evabe kono complain nai,0,0,Happy,Happy
authentic productvery very good any body can take,0,0,Happy,Happy
product is good in pickabbo,0,0,Happy,Happy
awesome product thanks daraz and seller,1,1,Love,Love
excellent product price and product quality actually worth it,1,1,Love,Love
classic design with a modern twist,0,1,Happy,Love
a shirt thats a cut above the rest,0,0,Happy,Happy
good quality products,0,0,Happy,Happy
oboldeny watches quality lux from gold not to distinguish perfectly packed came in the city of kurgan in days,0,2,Happy,Sadness
good product and thank you for the gift,0,0,Happy,Happy
well i got what i ordered thanks,1,0,Love,Happy
days er moddhe e battery down hoye geche electric line dia use korci,2,2,Sadness,Sadness
nice product but small size,0,0,Happy,Happy
cheep but useful product,1,0,Love,Happy
good product,0,0,Happy,Happy
the potato was found in good condition thanks,0,0,Happy,Happy
get product on time packageing was good i am satisfied,0,0,Happy,Happy
good product,0,0,Happy,Happy
very excellent product with this price wonderful seller service this is a official samsung authorized product and official warranty thanks seller and daraz recommended,1,1,Love,Love
pages are absent in the book but overall packaging was good,2,0,Sadness,Happy
very good product,1,1,Love,Love
awesome product and service from pickaboo,0,1,Happy,Love
its really cute and useful thanks draz seller,0,0,Happy,Happy
product quality excellent but they took days to deliver with next day delivery option paid very poor delivery time management and promise if you are taking extra money and promise to delivery next day you should keep it,0,2,Happy,Sadness
the product is full of bullshit its not working,4,2,Anger,Sadness
the leather belt watch is not as good as this display,2,2,Sadness,Sadness
good product at a cheap price i recommend everyone who wants this product buy it here,0,0,Happy,Happy
it is just awesome fully recommend dont think just buy,1,1,Love,Love
good quality will buy more in the future,0,0,Happy,Happy
after sales service is very poor worrying for guarantee service technician installed it but continuous water dropping from outdoor part now they are not responding daraz should give up these vendors,3,2,Fear,Sadness
